alternative_explanation,artifact_status,baseline_bin,causal_status,condition,confidence,control_ari,control_variant,current_ari,dataset_id,delta_ari,effect_state,evidence_level,evidence_source,failure_pattern,gate_usage_raw,global_delta,global_metric,global_nonpositive,input_protocol,interpretation,intervention_location,label_free_local_metric_available,local_delta,local_global_disconnect,local_metric,local_metric_label_use,local_positive,magnitude_proxy_json,magnitude_proxy_keys,measurement_timing,negative_headroom,paired_delta_scope,positive_headroom,post_treatment_descriptor,readout,replay_eligible,seed_count,seeds,selection_policy,source_batch,status,structural_source,variant,variant_family,version
The published aggregate table contains same-seed counts but not per-seed ARI rows.,registry_only,<0.2,observational,,low_observational_summary,0.0269,v9_nomix,0.0279,first-order-theorem-proving,0.0010000000000000009,observed-small,3-seed aggregate ablation,A0_audited_long_table,observed_small_effect,,,,,historical_merged_summary (input protocol not recorded in final_results),,sample/neighbor relation,,,,,,,{},,post_intervention,0.0269,same-seed-count aggregate; seed-wise rows not published,0.9731,paired/final ARI is downstream of the intervention; no causal direction inferred,V9 legacy readout,False,3,7|42|123,fixed/analytic policy,V09/legacy_multiseed,completed,neighbor/topology graph,v9_static_gate,static,V09
The published aggregate table contains same-seed counts but not per-seed ARI rows.,registry_only,<0.2,observational,,low_observational_summary,0.0269,v9_nomix,0.0231,first-order-theorem-proving,-0.0038000000000000013,observed-small,3-seed aggregate ablation,A0_audited_long_table,observed_small_effect,,,,,historical_merged_summary (input protocol not recorded in final_results),,sample/neighbor relation,,,,,,,{},,post_intervention,0.0269,same-seed-count aggregate; seed-wise rows not published,0.9731,paired/final ARI is downstream of the intervention; no causal direction inferred,V9 legacy readout,False,3,7|42|123,random control,V09/legacy_multiseed,completed,neighbor/topology graph,v9_static_random,random,V09
The published aggregate table contains same-seed counts but not per-seed ARI rows.,registry_only,0.4-0.6,observational,,low_observational_summary,0.5022,v9_nomix,0.4824,har,-0.019799999999999984,observed-small,3-seed aggregate ablation,A0_audited_long_table,observed_small_effect,,,,,historical_merged_summary (input protocol not recorded in final_results),,sample/neighbor relation,,,,,,,{},,post_intervention,0.5022,same-seed-count aggregate; seed-wise rows not published,0.4978,paired/final ARI is downstream of the intervention; no causal direction inferred,V9 legacy readout,False,3,7|42|123,random control,V09/legacy_multiseed,completed,neighbor/topology graph,v9_random_neighbors,random,V09
The published aggregate table contains same-seed counts but not per-seed ARI rows.,registry_only,0.4-0.6,observational,,low_observational_summary,0.5022,v9_nomix,0.5021,har,-9.999999999998899e-05,observed-small,3-seed aggregate ablation,A0_audited_long_table,observed_small_effect,,,,,historical_merged_summary (input protocol not recorded in final_results),,sample/neighbor relation,,,,,,,{},,post_intervention,0.5022,same-seed-count aggregate; seed-wise rows not published,0.4978,paired/final ARI is downstream of the intervention; no causal direction inferred,V9 legacy readout,False,3,7|42|123,fixed/analytic policy,V09/legacy_multiseed,completed,neighbor/topology graph,v9_static_gate,static,V09
The published aggregate table contains same-seed counts but not per-seed ARI rows.,registry_only,0.4-0.6,observational,,low_observational_summary,0.5022,v9_nomix,0.4923,har,-0.009899999999999964,observed-small,3-seed aggregate ablation,A0_audited_long_table,observed_small_effect,,,,,historical_merged_summary (input protocol not recorded in final_results),,sample/neighbor relation,,,,,,,{},,post_intervention,0.5022,same-seed-count aggregate; seed-wise rows not published,0.4978,paired/final ARI is downstream of the intervention; no causal direction inferred,V9 legacy readout,False,3,7|42|123,random control,V09/legacy_multiseed,completed,neighbor/topology graph,v9_static_random,random,V09
The published aggregate table contains same-seed counts but not per-seed ARI rows.,registry_only,0.6-0.8,observational,,low_observational_summary,0.7905,v9_nomix,0.8365,hrvatin_filtered,0.04600000000000004,positive,3-seed aggregate ablation,A0_audited_long_table,observed_positive_intervention_gain,,,,,historical_merged_summary (input protocol not recorded in final_results),,sample/neighbor relation,,,,,,,{},,post_intervention,0.7905,same-seed-count aggregate; seed-wise rows not published,0.20950000000000002,paired/final ARI is downstream of the intervention; no causal direction inferred,V9 legacy readout,False,3,7|42|123,random control,V09/legacy_multiseed,completed,neighbor/topology graph,v9_random_neighbors,random,V09
The published aggregate table contains same-seed counts but not per-seed ARI rows.,registry_only,0.6-0.8,observational,,low_observational_summary,0.7905,v9_nomix,0.7509,hrvatin_filtered,-0.03959999999999997,negative,3-seed aggregate ablation,A0_audited_long_table,observed_intervention_harm,,,,,historical_merged_summary (input protocol not recorded in final_results),,sample/neighbor relation,,,,,,,{},,post_intervention,0.7905,same-seed-count aggregate; seed-wise rows not published,0.20950000000000002,paired/final ARI is downstream of the intervention; no causal direction inferred,V9 legacy readout,False,3,7|42|123,fixed/analytic policy,V09/legacy_multiseed,completed,neighbor/topology graph,v9_static_gate,static,V09
The published aggregate table contains same-seed counts but not per-seed ARI rows.,registry_only,0.6-0.8,observational,,low_observational_summary,0.7905,v9_nomix,0.8376,hrvatin_filtered,0.04710000000000003,positive,3-seed aggregate ablation,A0_audited_long_table,observed_positive_intervention_gain,,,,,historical_merged_summary (input protocol not recorded in final_results),,sample/neighbor relation,,,,,,,{},,post_intervention,0.7905,same-seed-count aggregate; seed-wise rows not published,0.20950000000000002,paired/final ARI is downstream of the intervention; no causal direction inferred,V9 legacy readout,False,3,7|42|123,random control,V09/legacy_multiseed,completed,neighbor/topology graph,v9_static_random,random,V09
The published aggregate table contains same-seed counts but not per-seed ARI rows.,registry_only,0.6-0.8,observational,,low_observational_summary,0.7313,v9_nomix,0.6736,iris,-0.057699999999999974,negative,3-seed aggregate ablation,A0_audited_long_table,observed_intervention_harm,,,,,historical_merged_summary (input protocol not recorded in final_results),,sample/neighbor relation,,,,,,,{},,post_intervention,0.7313,same-seed-count aggregate; seed-wise rows not published,0.26870000000000005,paired/final ARI is downstream of the intervention; no causal direction inferred,V9 legacy readout,False,3,7|42|123,random control,V09/legacy_multiseed,completed,neighbor/topology graph,v9_random_neighbors,random,V09
The published aggregate table contains same-seed counts but not per-seed ARI rows.,registry_only,0.6-0.8,observational,,low_observational_summary,0.7313,v9_nomix,0.674,iris,-0.05729999999999991,negative,3-seed aggregate ablation,A0_audited_long_table,observed_intervention_harm,,,,,historical_merged_summary (input protocol not recorded in final_results),,sample/neighbor relation,,,,,,,{},,post_intervention,0.7313,same-seed-count aggregate; seed-wise rows not published,0.26870000000000005,paired/final ARI is downstream of the intervention; no causal direction inferred,V9 legacy readout,False,3,7|42|123,fixed/analytic policy,V09/legacy_multiseed,completed,neighbor/topology graph,v9_static_gate,static,V09
The published aggregate table contains same-seed counts but not per-seed ARI rows.,registry_only,0.6-0.8,observational,,low_observational_summary,0.7313,v9_nomix,0.6698,iris,-0.0615,negative,3-seed aggregate ablation,A0_audited_long_table,observed_intervention_harm,,,,,historical_merged_summary (input protocol not recorded in final_results),,sample/neighbor relation,,,,,,,{},,post_intervention,0.7313,same-seed-count aggregate; seed-wise rows not published,0.26870000000000005,paired/final ARI is downstream of the intervention; no causal direction inferred,V9 legacy readout,False,3,7|42|123,random control,V09/legacy_multiseed,completed,neighbor/topology graph,v9_static_random,random,V09
The published aggregate table contains same-seed counts but not per-seed ARI rows.,registry_only,0.2-0.4,observational,,low_observational_summary,0.3701,v9_nomix,0.3632,mammographic_mass,-0.006899999999999962,observed-small,3-seed aggregate ablation,A0_audited_long_table,observed_small_effect,,,,,historical_merged_summary (input protocol not recorded in final_results),,sample/neighbor relation,,,,,,,{},,post_intervention,0.3701,same-seed-count aggregate; seed-wise rows not published,0.6299,paired/final ARI is downstream of the intervention; no causal direction inferred,V9 legacy readout,False,3,7|42|123,random control,V09/legacy_multiseed,completed,neighbor/topology graph,v9_random_neighbors,random,V09
The published aggregate table contains same-seed counts but not per-seed ARI rows.,registry_only,0.2-0.4,observational,,low_observational_summary,0.3701,v9_nomix,0.3622,mammographic_mass,-0.007899999999999963,observed-small,3-seed aggregate ablation,A0_audited_long_table,observed_small_effect,,,,,historical_merged_summary (input protocol not recorded in final_results),,sample/neighbor relation,,,,,,,{},,post_intervention,0.3701,same-seed-count aggregate; seed-wise rows not published,0.6299,paired/final ARI is downstream of the intervention; no causal direction inferred,V9 legacy readout,False,3,7|42|123,fixed/analytic policy,V09/legacy_multiseed,completed,neighbor/topology graph,v9_static_gate,static,V09
The published aggregate table contains same-seed counts but not per-seed ARI rows.,registry_only,0.2-0.4,observational,,low_observational_summary,0.3701,v9_nomix,0.3622,mammographic_mass,-0.007899999999999963,observed-small,3-seed aggregate ablation,A0_audited_long_table,observed_small_effect,,,,,historical_merged_summary (input protocol not recorded in final_results),,sample/neighbor relation,,,,,,,{},,post_intervention,0.3701,same-seed-count aggregate; seed-wise rows not published,0.6299,paired/final ARI is downstream of the intervention; no causal direction inferred,V9 legacy readout,False,3,7|42|123,random control,V09/legacy_multiseed,completed,neighbor/topology graph,v9_static_random,random,V09
The published aggregate table contains same-seed counts but not per-seed ARI rows.,registry_only,0.2-0.4,observational,,low_observational_summary,0.2071,v9_nomix,0.2004,reuters,-0.0067000000000000115,observed-small,3-seed aggregate ablation,A0_audited_long_table,observed_small_effect,,,,,historical_merged_summary (input protocol not recorded in final_results),,sample/neighbor relation,,,,,,,{},,post_intervention,0.2071,same-seed-count aggregate; seed-wise rows not published,0.7928999999999999,paired/final ARI is downstream of the intervention; no causal direction inferred,V9 legacy readout,False,3,7|42|123,random control,V09/legacy_multiseed,completed,neighbor/topology graph,v9_random_neighbors,random,V09
The published aggregate table contains same-seed counts but not per-seed ARI rows.,registry_only,0.2-0.4,observational,,low_observational_summary,0.2071,v9_nomix,0.1933,reuters,-0.013800000000000007,observed-small,3-seed aggregate ablation,A0_audited_long_table,observed_small_effect,,,,,historical_merged_summary (input protocol not recorded in final_results),,sample/neighbor relation,,,,,,,{},,post_intervention,0.2071,same-seed-count aggregate; seed-wise rows not published,0.7928999999999999,paired/final ARI is downstream of the intervention; no causal direction inferred,V9 legacy readout,False,3,7|42|123,fixed/analytic policy,V09/legacy_multiseed,completed,neighbor/topology graph,v9_static_gate,static,V09
The published aggregate table contains same-seed counts but not per-seed ARI rows.,registry_only,0.2-0.4,observational,,low_observational_summary,0.2071,v9_nomix,0.1955,reuters,-0.0116,observed-small,3-seed aggregate ablation,A0_audited_long_table,observed_small_effect,,,,,historical_merged_summary (input protocol not recorded in final_results),,sample/neighbor relation,,,,,,,{},,post_intervention,0.2071,same-seed-count aggregate; seed-wise rows not published,0.7928999999999999,paired/final ARI is downstream of the intervention; no causal direction inferred,V9 legacy readout,False,3,7|42|123,random control,V09/legacy_multiseed,completed,neighbor/topology graph,v9_static_random,random,V09
The published aggregate table contains same-seed counts but not per-seed ARI rows.,registry_only,>=0.8,observational,,low_observational_summary,0.8193,v9_nomix,0.8038,sms_spam_collection,-0.01550000000000007,observed-small,3-seed aggregate ablation,A0_audited_long_table,observed_small_effect,,,,,historical_merged_summary (input protocol not recorded in final_results),,sample/neighbor relation,,,,,,,{},,post_intervention,0.8193,same-seed-count aggregate; seed-wise rows not published,0.18069999999999997,paired/final ARI is downstream of the intervention; no causal direction inferred,V9 legacy readout,False,3,7|42|123,random control,V09/legacy_multiseed,completed,neighbor/topology graph,v9_random_neighbors,random,V09
